index,answer,correct_answer,score,correct
323,Jamie Foxx,Jamie Foxx,1,TRUE
324,David Schwimmer,David Schwimmer,1,TRUE
325,Dustin Hoffman,Dustin Hoffman,1,TRUE
326,Tom Wilkenson,Tom Wilkinson,0.98,TRUE
327,Michael Keaton,Michael Keaton,1,TRUE
328,Andie McDowell,Andie MacDowell,0.988,TRUE
329,Tom Hanks,Tom Hanks,1,TRUE
330,Leonardo DiCapprio,Leonardo DiCaprio,0.996,TRUE
331,Malcolm McDowel,Malcolm McDowell,0.999,TRUE
332,Elijah Wood,Elijah Wood,1,TRUE
333,Steve Buschemi,Steve Buscemi,0.993,TRUE
334,Drew Barrymore,Drew Barrymore,1,TRUE
335,Brook Shields,Brooke Shields,0.952,TRUE
336,Hope Davis,Hope Davis,1,TRUE
337,Anthony Hopkins,Anthony Hopkins,1,TRUE
338,Jeffery Rush,Geoffrey Rush,0.891,TRUE
339,Benecio Del Toro,Benicio Del Toro,0.93,TRUE
340,Kristin Dunst,Kirsten Dunst,0.927,TRUE
341,Zack Gallafanikis,Zach Galifianakis,0.881,TRUE
342,Naomi Watts,Naomi Watts,1,TRUE
343,Paul Rudd,Paul Rudd,1,TRUE
344,Eddie Murphy,Eddie Murphy,1,TRUE
345,Elliot Gould,Elliott Gould,0.986,TRUE
346,Sean Connery,Sean Connery,1,TRUE
347,Julianne Moore,Julianne Moore,1,TRUE
348,Scarlett Johnason,Scarlett Johansson,0.987,TRUE
349,Kelly MacDonald,Kelly MacDonald,1,TRUE
350,George Clooney,George Clooney,1,TRUE
351,Julia Roberts,Julia Roberts,1,TRUE
352,JImmy Smitts,Jimmy Smits,0.921,TRUE
353,Reese Witherspoon,Reese Witherspoon,1,TRUE
354,Anne Hathaway,Anne Hathaway,1,TRUE
355,Robert Redford,Robert Redford,1,TRUE
356,Vanessa Redgrave,Vanessa Redgrave,1,TRUE
357,Darryl Hannah,Daryl Hannah,0.98,TRUE
358,Toni Collette,Toni Collette,1,TRUE
359,Roger Moore,Roger Moore,1,TRUE
360,Michael Fasbender,Michael Fassbender,0.993,TRUE
361,James Macavoy,James McAvoy,0.964,TRUE
362,Michael Douglas,Michael Douglas,1,TRUE
363,Ben Kingsley,Ben Kingsley,1,TRUE
364,Don Cheetle,Don Cheadle,0.942,TRUE
365,Michelle Phiffer,Michelle Pfeiffer,0.957,TRUE
366,Nathan Lane,Nathan Lane,1,TRUE
367,John Voit,Jon Voight,0.917,TRUE
368,Blair Underwood,Blair Underwood,1,TRUE
369,Will Smith,Will Smith,1,TRUE
370,Tom Hardy,Tom Hardy,1,TRUE
371,Sandra Bulloch,Sandra Bullock,0.997,TRUE
372,George Leguzamo,John Leguizamo,0.727,FALSE
373,Martin Sheen,Martin Sheen,1,TRUE
374,Bill Murry,Bill Murray,0.994,TRUE
375,Candice Bergan,Candice Bergen,0.993,TRUE
376,Sam Worthington,Sam Worthington,1,TRUE
377,Glenn Close,Glenn Close,1,TRUE
378,Peter Otoole,Peter O'toole,0.988,TRUE
379,Elizabeth Shue,Elisabeth Shue,0.963,TRUE
380,Christian  Bale,Christian Bale,1,TRUE
381,Orlando Bloome,Orlando Bloom,0.998,TRUE
382,Danny GLover,Danny Glover,1,TRUE
383,Marissa Tomei,Marisa Tomei,0.984,TRUE
384,Cate Blanchette,Cate Blanchett,0.999,TRUE
385,Clint Eastwood,Clint Eastwood,1,TRUE
386,Minnie Driver,Minnie Driver,1,TRUE
387,Sally FIelds,Sally Fields,1,TRUE
388,Uma Thurmon,Uma Thurman,0.989,TRUE
389,Arnold Schwatzengger,Arnold Schwarzenegger,0.957,TRUE
390,Beau Bridges,Beau Bridges,1,TRUE
391,Nicholas Cage,Nicholas Cage,1,TRUE
392,Gary Sinese,Gary Sinise,0.974,TRUE
393,Al Pacino,Al Pacino,1,TRUE
394,Dennis Hopper,Dennis Hopper,1,TRUE
395,Ellen Barkin,Ellen Barkin,1,TRUE
396,William  Hurt,William Hurt,1,TRUE
397,Bart Giamatti,Paul Giamatti,0.846,FALSE
398,June Page,Ellen Page,0.778,FALSE
399,Sean Penn,Sean Penn,1,TRUE
400,Gerry Lewis,Jerry Lewis,0.939,TRUE
401,Maggie Gyllenhall,Maggie Gyllenhaal,0.995,TRUE
402,Seth Rogen,Seth Rogen,1,TRUE
403,Owen Wilson,Owen Wilson,1,TRUE
404,Alan Rickman,Alan Rickman,1,TRUE
405,Ryan Gossling,Ryan Gosling,0.99,TRUE
406,Debora Winger,Debra Winger,0.98,TRUE
407,Jason Bateman,Jason Bateman,1,TRUE
408,Bruce Willis,Bruce Willis,1,TRUE
409,Jamie Lee Curtis,Jamie Lee Curtis,1,TRUE
410,Tom Cruize,Tom Cruise,0.987,TRUE
411,Ellen Page,Ellen Page,1,TRUE
412,Kristin Scott Thomas,Kristin Scott Thomas,1,TRUE
413,Ewan MacGreggor,Ewan McGregor,0.973,TRUE
414,Jeff Goldblum,Jeff Goldblum,1,TRUE
415,Jennifer Connely,Jennifer Connelly,0.998,TRUE
416,Meg Ryan,Meg Ryan,1,TRUE
417,Malcolm MacDowel,Malcolm McDowell,0.982,TRUE
418,Christian Slater,Christian Slater,1,TRUE
419,Holly Hunter,Holly Hunter,1,TRUE
420,Andy MacDowell,Andie MacDowell,0.945,TRUE
421,Rachel MacAdams,Rachel McAdams,0.967,TRUE
422,George Lopez,George Lopez,1,TRUE
423,Jake Gylenhaal,Jake Gyllenhaal,0.967,TRUE
424,Kate Winslet,Kate Winslet,1,TRUE
425,Willem Defoe,Willem Dafoe,0.971,TRUE
426,Ben Alfleck,Ben Affleck,0.949,TRUE
427,Alan Alda,Alan Alda,1,TRUE
428,Tom Arnold,Tom Arnold,1,TRUE
429,Bill Cosby,Bill Cosby,1,TRUE
430,Edward Nortan,Edward Norton,0.992,TRUE
431,Julia Roberts,Julia Roberts,1,TRUE
432,Tilda Swinton,Tilda Swinton,1,TRUE
433,Keano Reeves,Keanu Reeves,0.963,TRUE
434,Tony Colette,Toni Collette,0.939,TRUE
435,Halie Barry,Halle Berry,0.912,TRUE
436,Candice Bergen,Candice Bergen,1,TRUE
437,Charlie Sheen,Charlie Sheen,1,TRUE
438,Guy Peirce,Guy Pearce,0.973,TRUE
439,Blair Underwood,Blair Underwood,1,TRUE
440,Mira Sorvino,Mira Sorvino,1,TRUE
441,Chevy Chase,Chevy Chase,1,TRUE
442,Jodi Foster,Jodie Foster,0.921,TRUE
443,Elijah Wood,Elijah Wood,1,TRUE
444,Vanessa Redgrave,Vanessa Redgrave,1,TRUE
445,Christian Bale,Christian Bale,1,TRUE
446,Mike Myers,Mike Myers,1,TRUE
447,Vigo Mortenson,Viggo Mortensen,0.945,TRUE
448,Signorny Weaver,Sigourney Weaver,0.851,TRUE
449,Danny Glover,Danny Glover,1,TRUE
450,Cameron Diaz,Cameron Diaz,1,TRUE
451,Jeremy Renner,Jeremy Renner,1,TRUE
452,Robin Williams,Robin Williams,1,TRUE
453,Christopher Plummer,Christopher Plummer,1,TRUE
454,Joan Cussack,Joan Cusack,0.991,TRUE
455,Stanley Tucci,Stanley Tucci,1,TRUE
456,Catherine Zeta-Jones,Catherine Zeta-Jones,1,TRUE
457,Jim Carrey,Jim Carrey,1,TRUE
458,Anne Hathaway,Anne Hathaway,1,TRUE
459,Jeff Daniels,Jeff Daniels,1,TRUE
460,Rober De Niro,Robert De Niro,0.985,TRUE
461,Alfred Molina,Alfred Molina,1,TRUE
462,Sarah Jessica Parker,Sarah Jessica Parker,1,TRUE
463,Helena Bonham-Carter,Helena Bonham Carter,0.988,TRUE
464,Selma Hyeck,Salma Hayek,0.856,TRUE
465,Jeff Bridges,Jeff Bridges,1,TRUE
466,Anna Pacquin,Anna Paquin,0.988,TRUE
467,Kurt Russel,Kurt Russell,0.998,TRUE
468,Paul Rudd,Paul Rudd,1,TRUE
469,Robert Downey Jr.,Robert Downey Jr.,1,TRUE
470,Greg Kinner,Greg Kinnear,0.995,TRUE
471,Miranda Richardson,Miranda Richardson,1,TRUE
472,Jamie Foxx,Jamie Foxx,1,TRUE
473,Colin Firth,Colin Firth,1,TRUE
474,Andy Garcia,Andy Garcia,1,TRUE
475,Ethan Hawke,Ethan Hawke,1,TRUE
476,Patricia Arquette,Patricia Arquette,1,TRUE
477,Nicole Kidman,Nicole Kidman,1,TRUE
478,Tom Hardey,Tom Hardy,0.993,TRUE
479,Bill Pullman,Bill Pullman,1,TRUE
480,Demi Moore,Demi Moore,1,TRUE
481,Bradley Cooper,Bradley Cooper,1,TRUE
482,Samuel L. Jackson,Samuel L. Jackson,1,TRUE
483,Alec Baldwin,Alec Baldwin,1,TRUE
484,Billy Crystal,Billy Crystal,1,TRUE
485,Martin Lawrence,Martin Lawrence,1,TRUE
486,Sean Connery,Sean Connery,1,TRUE
487,Emma Stone,Emma Stone,1,TRUE
488,Scarlet Johanson,Scarlett Johansson,0.977,TRUE
489,Francis MacDormand,Frances McDormand,0.914,TRUE
490,Paul Giamati,Paul Giamatti,0.996,TRUE
491,Tim Robbins,Tim Robbins,1,TRUE
492,Keiver Sutherland,Kiefer Sutherland,0.943,TRUE
493,Michal Keaton,Michael Keaton,0.952,TRUE
494,Gabriel Byrne,Gabriel Byrne,1,TRUE
495,Burt Reynolds,Burt Reynolds,1,TRUE
497,Donald Sutherland,Donald Sutherland,1,TRUE
498,Dustin Hoffman,Dustin Hoffman,1,TRUE
499,Brendan Frasier,Brendan Fraser,0.996,TRUE
500,Will Smith,Will Smith,1,TRUE
501,Ryan Gossling,Ryan Gosling,0.99,TRUE
502,Sam Shepard,Sam Shepard,1,TRUE
503,Peter Cayote,Peter Coyote,0.964,TRUE
504,Bridgette Fonda,Bridget Fonda,0.976,TRUE
505,Tea Leoni,Tea Leoni,1,TRUE
506,Dennis Leary,Denis Leary,0.979,TRUE
507,Brian Cox,Brian Cox,1,TRUE
496,Jennifer Lawrence,Jennifer Lopez,0.922,FALSE
508,Helen Bonham-Carter,Helena Bonham Carter,0.906,TRUE
509,Gary Oldman,Gary Oldman,1,TRUE
510,Hope Davis,Hope Davis,1,TRUE
511,Jennifer Jason Leigh,Jennifer Jason Leigh,1,TRUE
512,Jeff Daniels,Jeff Daniels,1,TRUE
513,Jody Foster,Jodie Foster,0.861,TRUE
514,Ryan Gosling,Ryan Gosling,1,TRUE
515,Martin Lawrence,Martin Lawrence,1,TRUE
516,James Woods,James Woods,1,TRUE
517,Michelle Phfiffer,Michelle Pfeiffer,0.975,TRUE
518,Jim Belushi,Jim Belushi,1,TRUE
519,Jamie Foxx,Jamie Foxx,1,TRUE
520,Kevin James,Kevin James,1,TRUE
521,Halley Bary,Halle Berry,0.934,TRUE
522,John Hawkes,John Hawkes,1,TRUE
523,John Malcovich,John Malkovich,0.958,TRUE
524,Kevin Cosner,Kevin Costner,0.992,TRUE
525,Jeffrey Wright,Jeffrey Wright,1,TRUE
526,Alec Baldwin,Alec Baldwin,1,TRUE
527,Marissa Tomei,Marisa Tomei,0.984,TRUE
528,Helen Mirren,Helen Mirren,1,TRUE
529,Harrison Ford,Harrison Ford,1,TRUE
530,Jennifer Lawrence,Jennifer Lawrence,1,TRUE
531,,Winona Ryder,0,FALSE
532,John C. Reilly,John C. Reilly,1,TRUE
533,Laura Dern,Laura Dern,1,TRUE
534,John Torturro,John Turturro,0.957,TRUE
535,Sam Wilkenson,Sam Worthington,0.818,FALSE
536,John Cusack,John Cusack,1,TRUE
537,Anthony Hopkins,Anthony Hopkins,1,TRUE
538,Francis MacDormand,Frances McDormand,0.914,TRUE
539,Andy MacDowell,Andie MacDowell,0.945,TRUE
540,Greg Kineer,Greg Kinnear,0.971,TRUE
541,Ewan MacGreggor,Ewan McGregor,0.973,TRUE
542,Lucy Liu,Lucy Liu,1,TRUE
543,Toby McGuire,Tobey Maguire,0.898,TRUE
544,John Travolta,John Travolta,1,TRUE
545,Clint Eastwood,Clint Eastwood,1,TRUE
546,Mickey Rourke,Mickey Rourke,1,TRUE
547,Peter O'tolle,Peter O'toole,0.988,TRUE
548,David Ducovney,David Duchovny,0.983,TRUE
549,Juakeem Phoenix,Joaquin Phoenix,0.778,FALSE
550,,Kenneth Branagh,0,FALSE
551,Bill Cosbey,Bill Cosby,0.994,TRUE
552,Laura Liney,Laura Linney,0.993,TRUE
553,Tom Hanks,Tom Hanks,1,TRUE
554,Alan Arkin,Alan Arkin,1,TRUE
555,Clive Owen,Clive Owen,1,TRUE
556,Liv Tyler,Liv Tyler,1,TRUE
557,Kirstin Dunst,Kirsten Dunst,0.968,TRUE
558,Chris Rock,Chris Rock,1,TRUE
559,Philip Seymour Hoffman,Philip Seymour Hoffman,1,TRUE
560,Daniel Day-Lewis,Daniel Day-Lewis,1,TRUE
561,John Cooper,Chris Cooper,0.756,FALSE
562,Danny Glover,Danny Glover,1,TRUE
563,Tim Blake Nelson,Tim Blake Nelson,1,TRUE
564,Charlize Theron,Charlize Theron,1,TRUE
565,Michael Keaton,Michael Keaton,1,TRUE
566,Paul Rudd,Paul Rudd,1,TRUE
567,Emma Stone,Emma Stone,1,TRUE
568,Holly Hunter,Holly Hunter,1,TRUE
569,Elizabeth Perkins,Elizabeth Perkins,1,TRUE
570,Elliot Gould,Elliott Gould,0.986,TRUE
571,Robin Williams,Robin Williams,1,TRUE
572,Rob Lowe,Rob Lowe,1,TRUE
573,Tonni Colette,Toni Collette,0.961,TRUE
574,Jim Carey,Jim Carrey,0.99,TRUE
575,Jennifer Aniston,Jennifer Aniston,1,TRUE
576,Steve Martin,Steve Martin,1,TRUE
577,Daryl Hannah,Daryl Hannah,1,TRUE
578,David Schwimer,David Schwimmer,0.996,TRUE
579,Bruce Willis,Bruce Willis,1,TRUE
580,Jeff Goldblum,Jeff Goldblum,1,TRUE
581,Oliver Platt,Oliver Platt,1,TRUE
582,Christopher Walken,Christopher Walken,1,TRUE
583,Keaneu Reeves,Keanu Reeves,0.925,TRUE
584,Colin Farrel,Colin Farrell,0.998,TRUE
585,David Hasselhoff,David Hasselhoff,1,TRUE
586,Ed Burns,Ed Burns,1,TRUE
587,Candice Bergan,Candice Bergen,0.993,TRUE
588,Jeffrey Rush,Geoffrey Rush,0.921,TRUE
589,Elen Degeneris,Ellen Degeneres,0.941,TRUE
590,Joan Cusack,Joan Cusack,1,TRUE
591,Kyle McGloughlan,Kyle MacLachlan,0.86,TRUE
592,Robert Duval,Robert Duvall,0.998,TRUE
593,Jake Gyllenhaal,Jake Gyllenhaal,1,TRUE
594,Patricia Arquette,Patricia Arquette,1,TRUE
595,Steven Segal,Steven Seagal,0.984,TRUE
596,Ben Stiller,Ben Stiller,1,TRUE
597,Elijah Wood,Elijah Wood,1,TRUE
598,Jeremy Renner,Jeremy Renner,1,TRUE
599,Danny Devito,Danny DeVito,1,TRUE
600,Don Cheatle,Don Cheadle,0.983,TRUE
601,Jamie Lee Curtis,Jamie Lee Curtis,1,TRUE
602,Beau Bridges,Beau Bridges,1,TRUE
603,Amanda Peet,Amanda Peet,1,TRUE
604,Willem Defoe,Willem Dafoe,0.971,TRUE
605,Samuel L. Jackson,Samuel L. Jackson,1,TRUE
606,Rickey Jervais,Ricky Gervais,0.928,TRUE
607,Michael J. Fox,Michael J. Fox,1,TRUE
608,Brendan Frasier,Brendan Fraser,0.996,TRUE
609,Tea Lenoi,Tea Leoni,0.985,TRUE
610,Juaquim Phoenix,Joaquin Phoenix,0.821,FALSE
611,Michael Fasbender,Michael Fassbender,0.993,TRUE
612,Sandra Bulloch,Sandra Bullock,0.997,TRUE
613,Michael Shannon,Michael Shannon,1,TRUE
614,Patricia Arquette,Patricia Arquette,1,TRUE
615,Peter Coyote,Peter Coyote,1,TRUE
616,Rosanna Arquette,Rosanna Arquette,1,TRUE
617,John Goodman,John Goodman,1,TRUE
618,Christian Slater,Christian Slater,1,TRUE
619,Bill Murray,Bill Murray,1,TRUE
620,Oliver Platt,Oliver Platt,1,TRUE
621,Michael J. Fox,Michael J. Fox,1,TRUE
622,Jake Jyllenhaal,Jake Gyllenhaal,0.97,TRUE
623,Brian Cox,Ian Holm,0.648,FALSE
624,Amy Adams,Amy Adams,1,TRUE
625,Christen Scott Thomas,Catherine Zeta-Jones,0.613,FALSE
626,Arnold Schwartzeneger,Arnold Schwarzenegger,0.988,TRUE
627,George Clooney,George Clooney,1,TRUE
628,Ethan Hawke,Ethan Hawke,1,TRUE
629,Kelly MacGillis,Kelly MacDonald,0.911,TRUE
630,Uma Thurman,Uma Thurman,1,TRUE
631,Morgan Freeman,Morgan Freeman,1,TRUE
632,Rene Russo,Rene Russo,1,TRUE
633,Val Kilmer,Val Kilmer,1,TRUE
634,Michael Keaton,Michael Keaton,1,TRUE
635,John Travolta,John Travolta,1,TRUE
636,Jonah Hill,Jonah Hill,1,TRUE
637,Denzel  Washington,Denzel Washington,1,TRUE
638,Kurt Russel,Kurt Russell,0.998,TRUE
639,Marissa Tomei,Marisa Tomei,0.984,TRUE
640,Will Smith,Will Smith,1,TRUE
641,Keyano Reeves,Keanu Reeves,0.933,TRUE
642,Tobey McGuire,Tobey Maguire,0.953,TRUE
643,Liv Tyler,Liv Tyler,1,TRUE
644,Alan Alda,Alan Alda,1,TRUE
645,Nicholas Cage,Nicholas Cage,1,TRUE
646,Billy Crystal,Billy Crystal,1,TRUE
647,Steve Correll,Steve Carell,0.964,TRUE
648,Gene Hackman,Gene Hackman,1,TRUE
649,Donald Sutherland,Donald Sutherland,1,TRUE
650,Ewan MacGreggor,Ewan McGregor,0.973,TRUE
651,Kevin James,Kevin James,1,TRUE
652,Naomi Watts,Naomi Watts,1,TRUE
653,Daniel Radcliffe,Daniel Radcliffe,1,TRUE
654,Candice Bergen,Candice Bergen,1,TRUE
655,John Hawkes,John Hawkes,1,TRUE
656,Edward Norton,Edward Norton,1,TRUE
657,Guy Pierce,Guy Pearce,0.967,TRUE
658,David Ducovny,David Duchovny,0.991,TRUE
659,Sean Connery,Sean Connery,1,TRUE
660,Ben stiller,Ben Stiller,1,TRUE
661,debra winger,Debra Winger,1,TRUE
662,ellen degeneres,Ellen Degeneres,1,TRUE
663,paul rudd,Paul Rudd,1,TRUE
664,alec baldwin,Alec Baldwin,1,TRUE
665,kirstin dunst,Kirsten Dunst,0.846,FALSE
666,Miranda Richardson,Miranda Richardson,1,TRUE
667,Jill Clayburg,Jill Clayburgh,0.998,TRUE
668,Geoffrey Shine,Geoffrey Rush,0.939,TRUE
669,Kevin Bacon,Kevin Bacon,1,TRUE
670,Robert Downey Jr.,Robert Downey Jr.,1,TRUE
671,Jeff Daniels,Jeff Daniels,1,TRUE
672,Andy McDowell,Andie MacDowell,0.859,TRUE
673,Orlando Bloome,Orlando Bloom,0.998,TRUE
674,Ellen Page,Ellen Page,1,TRUE
675,Paul Newman,Paul Newman,1,TRUE
676,Scarlete Johanson,Scarlett Johansson,0.965,TRUE
677,Demi Moore,Demi Moore,1,TRUE
678,Willem Defoe,Willem Dafoe,0.971,TRUE
679,Burt Reynolds,Burt Reynolds,1,TRUE
680,Mira Survino,Mira Sorvino,0.942,TRUE
681,Jon Voight,Jon Voight,1,TRUE
682,Barbara Hershey,Barbara Hershey,1,TRUE
683,Timmothy Dalton,Timothy Dalton,0.982,TRUE
684,Philip Seymour Hoffman,Philip Seymour Hoffman,1,TRUE
685,Kevin Costner,Kevin Costner,1,TRUE
686,Ryan GOsling,Ryan Gosling,1,TRUE
687,Toni Collette,Toni Collette,1,TRUE
688,Paul Giamatti,Paul Giamatti,1,TRUE
689,Matt Daimon,Matt Damon,0.989,TRUE
690,Mark Ruffolo,Mark Ruffalo,0.979,TRUE
691,Emma Thompson,Emma Thompson,1,TRUE
692,Sam Worthington,Sam Worthington,1,TRUE
693,Martin Lawrence,Martin Lawrence,1,TRUE
694,Elijah Wood,Elijah Wood,1,TRUE
695,Meg Ryan,Meg Ryan,1,TRUE
696,Dustin Hoffman,Dustin Hoffman,1,TRUE
697,Emma Stone,Emma Stone,1,TRUE
698,Judy Dench,Judi Dench,0.953,TRUE
699,Javier Bardem,Javier Bardem,1,TRUE
700,Angelina Jolli,Angelina Jolie,0.993,TRUE
701,Emely Blunt,Emily Blunt,0.95,TRUE
702,Jack Black,Jack Black,1,TRUE
703,Brook Shields,Brooke Shields,0.952,TRUE
704,Brad PItt,Brad Pitt,1,TRUE
705,Clive Owen,Clive Owen,1,TRUE
706,Laura Linney,Laura Linney,1,TRUE
707,Don Chadle,Don Cheadle,0.956,TRUE
708,Sean Penn,Sean Penn,1,TRUE
709,Robert Downey Jr.,Robert Downey Jr.,1,TRUE
710,Anna Paquin,Anna Paquin,1,TRUE
711,Lisa Liu,Lucy Liu,0.775,FALSE
712,Mira Sorvion,Mira Sorvino,0.995,TRUE
713,Kevin James,Kevin James,1,TRUE
714,Robin Williams,Robin Williams,1,TRUE
715,Naomi Watts,Naomi Watts,1,TRUE
716,Jesica Castain,Jessica Chastain,0.908,TRUE
717,Keifer Sutherland,Kiefer Sutherland,0.982,TRUE
718,,Kenneth Branagh,0,FALSE
719,Samuel L. Jackson,Samuel L. Jackson,1,TRUE
720,Michael Fassbender,Michael Fassbender,1,TRUE
721,George Lopez,George Lopez,1,TRUE
722,Selma Hayek,Salma Hayek,0.854,TRUE
723,Keven Bacon,Kevin Bacon,0.956,TRUE
724,Daniel Radcliffe,Daniel Radcliffe,1,TRUE
725,Kiera Knightly,Keira Knightley,0.957,TRUE
726,Emily Blunt,Emily Blunt,1,TRUE
727,Anthony Quinn,Anthony Quinn,1,TRUE
728,Debora Winger,Debra Winger,0.98,TRUE
729,David Spade,David Spade,1,TRUE
730,James Mcavoy,James McAvoy,1,TRUE
731,Matthew Borderick,Matthew Broderick,0.991,TRUE
732,Tracy Ullman,Tracey Ullman,0.982,TRUE
733,Jennifer Lopez,Jennifer Lopez,1,TRUE
734,Colin Firth,Colin Firth,1,TRUE
735,Michael Shannon,Michael Shannon,1,TRUE
736,Peter Coyote,Peter Coyote,1,TRUE
737,Kelly MacDonald,Kelly MacDonald,1,TRUE
738,Blythe Danner,Blythe Danner,1,TRUE
739,David Hasselhoff,David Hasselhoff,1,TRUE
740,Liv Tyler,Liv Tyler,1,TRUE
741,Roger Moore,Roger Moore,1,TRUE
742,Cathy Bates,Kathy Bates,0.939,TRUE
743,Andie MacDowell,Andie MacDowell,1,TRUE
744,Kevin Spacey,Kevin Spacey,1,TRUE
745,Antonio Banderas,Antonio Banderas,1,TRUE
746,Francis Mcdormand,Frances McDormand,0.898,TRUE
747,Tim Robbins,Tim Robbins,1,TRUE
748,Val Kilmer,Val Kilmer,1,TRUE
749,Billy Crystal,Billy Crystal,1,TRUE
750,Pierce Brosnan,Pierce Brosnan,1,TRUE
751,Denzel Washington,Denzel Washington,1,TRUE
752,Tim Blake Nelson,Tim Blake Nelson,1,TRUE
753,Philip Seymour Hoffman,Philip Seymour Hoffman,1,TRUE
754,Ed Burns,Ed Burns,1,TRUE
755,Michelle Phiffer,Michelle Pfeiffer,0.957,TRUE
756,Don Cheatle,Don Cheadle,0.983,TRUE
757,Scarlette Johanson,Scarlett Johansson,0.979,TRUE
758,Richard Guerre,Richard Gere,0.983,TRUE
759,Adrien Brody,Adrien Brody,1,TRUE
760,Reese WItherspoon,Renee Zellweger,0.626,FALSE
761,Jeff Daniels,Jeff Daniels,1,TRUE
762,Toby Mcguire,Tobey Maguire,0.939,TRUE
763,Orlando Bloome,Orlando Bloom,0.998,TRUE
764,Liv Schriber,Liev Schreiber,0.935,TRUE
765,Mike Myers,Mike Myers,1,TRUE
766,Jeff Bridges,Jeff Bridges,1,TRUE
767,Viggo Mortenson,Viggo Mortensen,0.994,TRUE
768,Tom Cruise,Tom Cruise,1,TRUE
769,Emma Stone,Emma Stone,1,TRUE
770,Ellen Degeneris,Ellen Degeneres,0.994,TRUE
771,Chevy Chase,Chevy Chase,1,TRUE
772,James Woods,James Woods,1,TRUE
773,Gene Hackman,Gene Hackman,1,TRUE
774,Anthony Hopkins,Anthony Hopkins,1,TRUE
775,John Malcovich,John Malkovich,0.958,TRUE
776,Colin Farrel,Colin Farrell,0.998,TRUE
777,Arnold   Schwatzengger,Arnold Schwarzenegger,0.911,TRUE
778,Natalie Portman,Natalie Portman,1,TRUE
779,Emma Watson,Emma Watson,1,TRUE
780,Minnie Driver,Minnie Driver,1,TRUE
781,Sam Shepard,Sam Shepard,1,TRUE
782,Jim Carrey,Jim Carrey,1,TRUE
783,Ryan Gossling,Ryan Gosling,0.99,TRUE
784,Glenn Close,Glenn Close,1,TRUE
785,Al Pacino,Al Pacino,1,TRUE
786,Alan Rickman,Alan Rickman,1,TRUE
787,Meg Ryan,Meg Ryan,1,TRUE
788,Michael Keaton,Michael Keaton,1,TRUE
789,Laura Linney,Laura Linney,1,TRUE
790,Chris Cooper,Chris Cooper,1,TRUE
791,Jack Nicholas,Jack Nicholson,0.984,TRUE
792,John Turtoro,John Turturro,0.966,TRUE
793,Isabella Rossalini,Isabella Rossellini,0.983,TRUE
794,Chris Rock,Chris Rock,1,TRUE
795,Joaquim Phoenix,Joaquin Phoenix,0.93,TRUE
796,Eddie Murphy,Eddie Murphy,1,TRUE
797,Mark  Walberg,Mark Wahlberg,0.968,TRUE
798,John Travlota,John Travolta,0.992,TRUE
799,Sandra Bullock,Sandra Bullock,1,TRUE
800,Kirsten Dunst,Kirsten Dunst,1,TRUE
801,Brian Cox,Ian Holm,0.648,FALSE
802,Ben Stiller,Ben Stiller,1,TRUE
803,Nicholas Cage,Nicholas Cage,1,TRUE
804,Adam Sandler,Adam Sandler,1,TRUE
805,Bruce Willis,Bruce Willis,1,TRUE
806,Jackie Chan,Jackie Chan,1,TRUE
807,Elliott Gould,Elliott Gould,1,TRUE
808,Orlando Bloom,Orlando Bloom,1,TRUE
809,Hugh Grant,Hugh Grant,1,TRUE
810,David Hasselhoff,David Hasselhoff,1,TRUE
811,Sylvester Stalone,Sylvester Stallone,0.996,TRUE
812,Jamie Bell,Jamie Bell,1,TRUE
813,Christian Bale,Christian Bale,1,TRUE
814,Mickey Rourke,Mickey Rourke,1,TRUE
815,Elliott Gould,Elliott Gould,1,TRUE
816,Emma Watson,Emma Watson,1,TRUE
817,Daniel Radcliffe,Daniel Radcliffe,1,TRUE
818,Beau Bridges,Beau Bridges,1,TRUE
819,Kevin Bacon,Kevin Bacon,1,TRUE
820,Jude Law,Jude Law,1,TRUE
821,Mira Survino,Mira Sorvino,0.942,TRUE
822,Philip Seymour Hoffman,Philip Seymour Hoffman,1,TRUE
823,Paul Rudd,Seth Rogen,0.474,FALSE
824,Sean Penn,Sean Penn,1,TRUE
825,Juliette Binouche,Juliette Binoche,0.995,TRUE
826,David Ducovny,David Duchovny,0.991,TRUE
827,Kim Bassinger,Kim Basinger,0.988,TRUE
828,Samuel L. Jackson,Samuel L. Jackson,1,TRUE
829,Edward Norton,Edward Norton,1,TRUE
830,Holly Hunter,Holly Hunter,1,TRUE
831,David Schwimmer,David Schwimmer,1,TRUE
832,Daniel Day Lewis,Daniel Day-Lewis,0.984,TRUE
833,David Spade,David Spade,1,TRUE
834,Amy Adams,Amy Adams,1,TRUE
835,Vigo Morgenstern,Viggo Mortensen,0.893,TRUE
836,Martin Lawrence,Martin Lawrence,1,TRUE
838,Paul Giancarlo,Paul Giamatti,0.905,TRUE
839,Ann Hathaway,Anne Hathaway,0.98,TRUE
841,Gary sinease,Gary Sinise,0.894,TRUE
842,Joan cusack,Joan Cusack,1,TRUE
844,Rob Schneider,Rob Schneider,1,TRUE
845,James woods,James Woods,1,TRUE
847,Zack galifinakis,Zach Galifianakis,0.898,TRUE
848,Ben kingsley,Ben Kingsley,1,TRUE
851,Mark wahlberg,Mark Wahlberg,1,TRUE
852,Liam neeson,Liam Neeson,1,TRUE
